entry_no,posting_date,fiscal_year,document_type,document_no,line_no,customer_no,salesperson_code,item_no,item_description,item_category_code,location_code,quantity,unit_price,sales_amount,cost_amount,gross_profit,gross_profit_margin_pct
770,2022-10-13,F 2023,Sales Invoice,SI103474,10000,C0009,AO,1988-S,"KAMPALA Guest Chair, red",CHAIR,KSM,8,21798.48,174387.84,140268.32,34119.52,19.57
771,2022-10-13,F 2023,Sales Invoice,SI103474,20000,C0009,AO,1936-S,ACCRA Round Table,TABLE,,3,111773.18,335319.54,193731.96,141587.58,42.22
772,2022-10-13,F 2023,Sales Invoice,SI103474,30000,C0009,AO,1896-S,ADDIS ABABA Executive Desk,BENCH,KSM,6,180389.61,1082337.66,687809.58,394528.08,36.45
773,2023-06-19,F 2023,Sales Invoice,SI103475,10000,C0002,BM,1960-S,"NAIROBI Guest Chair, green",CHAIR,KSM,3,23150.62,69451.86,49882.74,19569.12,28.18
774,2023-06-19,F 2023,Sales Invoice,SI103475,20000,C0002,BM,1980-S,"KISUMU Swivel Chair, red",CHAIR,,3,33363.01,100089.03,63050.04,37038.99,37.01
775,2023-03-08,F 2023,Sales Invoice,SI103476,10000,C0033,BM,1980-S,"KISUMU Swivel Chair, red",CHAIR,KSM,3,34102.5,102307.5,61982.88,40324.62,39.42
776,2022-10-07,F 2023,Sales Invoice,SI103477,10000,C0026,AO,1960-S,"NAIROBI Guest Chair, green",CHAIR,,8,25018.2,200145.6,121855.52,78290.08,39.12
777,2022-10-07,F 2023,Sales Invoice,SI103477,20000,C0026,AO,1896-S,ADDIS ABABA Executive Desk,BENCH,MBA,2,166439.28,332878.56,237628.24,95250.32,28.61
778,2023-02-20,F 2023,Sales Invoice,SI103478,10000,C0009,BM,1960-S,"NAIROBI Guest Chair, green",CHAIR,,3,20156.16,60468.48,48777.84,11690.64,19.33
779,2023-02-20,F 2023,Sales Invoice,SI103478,20000,C0009,BM,1960-S,"NAIROBI Guest Chair, green",CHAIR,MBA,10,19320.16,193201.6,153970.7,39230.9,20.31
780,2023-02-20,F 2023,Sales Invoice,SI103478,30000,C0009,BM,1960-S,"NAIROBI Guest Chair, green",CHAIR,,7,21864.17,153049.19,114154.32,38894.87,25.41
781,2023-02-20,F 2023,Sales Invoice,SI103478,40000,C0009,BM,1928-S,DAKAR Meeting Table,TABLE,,12,147582.22,1770986.64,1195273.92,575712.72,32.51
782,2023-05-22,F 2023,Sales Invoice,SI103479,10000,C0004,BM,1952-S,"ABUJA Whiteboard, base",MISC,,6,46557.91,279347.46,208976.34,70371.12,25.19
783,2023-05-07,F 2023,Sales Invoice,SI103480,10000,C0001,CM,1972-S,"MOMBASA Swivel Chair, yellow",CHAIR,,5,31856.39,159281.95,97358.9,61923.05,38.88
784,2023-05-07,F 2023,Sales Invoice,SI103480,20000,C0001,CM,1988-S,"KAMPALA Guest Chair, red",CHAIR,,1,25382.29,25382.29,17885.27,7497.02,29.54
785,2022-11-14,F 2023,Sales Invoice,SI103481,10000,C0014,AO,BEAN-1,Coffee Beans 1kg (AA Grade),BEANS,,5,1794.72,8973.6,4039.65,4933.95,54.98
786,2022-11-14,F 2023,Sales Invoice,SI103481,20000,C0014,AO,1916-S,JOHANNESBURG Sit-Stand Desk,BENCH,,10,184999.88,1849998.8,1127235.8,722763.0,39.07
787,2022-11-14,F 2023,Sales Invoice,SI103481,30000,C0014,AO,1908-S,DUBAI Corner Desk,BENCH,MBA,11,129803.91,1427843.01,1015580.61,412262.4,28.87
788,2022-11-14,F 2023,Sales Invoice,SI103481,40000,C0014,AO,1988-S,"KAMPALA Guest Chair, red",CHAIR,,5,23899.51,119497.55,91619.7,27877.85,23.33
789,2022-11-14,F 2023,Sales Invoice,SI103481,50000,C0014,AO,1920-S,LUANDA Conference Table,TABLE,,2,262474.36,524948.72,334870.38,190078.34,36.21
790,2023-05-01,F 2023,Sales Invoice,SI103482,10000,C0003,AO,1920-S,LUANDA Conference Table,TABLE,,1,215681.34,215681.34,180128.37,35552.97,16.48
791,2023-05-01,F 2023,Sales Invoice,SI103482,20000,C0003,AO,1960-S,"NAIROBI Guest Chair, green",CHAIR,,5,22337.19,111685.95,83491.4,28194.55,25.24
792,2023-09-17,F 2023,Sales Invoice,SI103483,10000,C0004,AO,1984-S,MADRID Monitor Stand,MISC,MBA,3,10419.43,31258.29,22381.05,8877.24,28.4
793,2023-09-17,F 2023,Sales Invoice,SI103483,20000,C0004,AO,1900-S,CAIRO Writing Desk,BENCH,,8,100855.45,806843.6,566422.88,240420.72,29.8
794,2023-08-18,F 2023,Sales Invoice,SI103484,10000,C0026,AO,1900-S,CAIRO Writing Desk,BENCH,,7,107125.54,749878.78,566079.22,183799.56,24.51
795,2023-08-18,F 2023,Sales Invoice,SI103484,20000,C0026,AO,1916-S,JOHANNESBURG Sit-Stand Desk,BENCH,,11,152341.64,1675758.04,1325874.55,349883.49,20.88
796,2023-08-18,F 2023,Sales Invoice,SI103484,30000,C0026,AO,1936-S,ACCRA Round Table,TABLE,NBI,6,113387.23,680323.38,438624.78,241698.6,35.53
797,2023-08-18,F 2023,Sales Invoice,SI103484,40000,C0026,AO,2004-S,"LAGOS Executive Chair, grey",CHAIR,,7,33110.84,231775.88,173445.51,58330.37,25.17
798,2023-04-18,F 2023,Sales Invoice,SI103485,10000,C0001,AO,2004-S,"LAGOS Executive Chair, grey",CHAIR,,6,36628.11,219768.66,131045.88,88722.78,40.37
799,2023-04-18,F 2023,Sales Invoice,SI103485,20000,C0001,AO,1964-S,Guest Section 1,MISC,,6,132040.56,792243.36,574579.8,217663.56,27.47
800,2023-04-18,F 2023,Sales Invoice,SI103485,30000,C0001,AO,2000-S,"KIGALI Ergonomic Chair, black",CHAIR,,2,40126.04,80252.08,50626.0,29626.08,36.92
801,2023-04-18,F 2023,Sales Invoice,SI103485,40000,C0001,AO,1972-S,"MOMBASA Swivel Chair, yellow",CHAIR,,9,31339.72,282057.48,152681.58,129375.9,45.87
802,2023-01-06,F 2023,Sales Invoice,SI103486,10000,C0006,AO,2004-S,"LAGOS Executive Chair, grey",CHAIR,NBI,6,37892.06,227352.36,151625.04,75727.32,33.31
803,2023-01-06,F 2023,Sales Invoice,SI103486,20000,C0006,AO,1976-S,LONDON Bookcase,MISC,,11,51959.94,571559.34,404745.44,166813.9,29.19
804,2023-01-06,F 2023,Sales Invoice,SI103486,30000,C0006,AO,1896-S,ADDIS ABABA Executive Desk,BENCH,,9,193730.87,1743577.83,1241921.34,501656.49,28.77
805,2023-01-06,F 2023,Sales Invoice,SI103486,40000,C0006,AO,1964-S,Guest Section 1,MISC,,2,119451.49,238902.98,169273.06,69629.92,29.15
806,2023-09-03,F 2023,Sales Invoice,SI103487,10000,C0001,BM,1920-S,LUANDA Conference Table,TABLE,,4,251618.1,1006472.4,659939.48,346532.92,34.43
807,2023-09-03,F 2023,Sales Invoice,SI103487,20000,C0001,BM,2004-S,"LAGOS Executive Chair, grey",CHAIR,,8,37802.99,302423.92,204301.44,98122.48,32.45
808,2023-09-03,F 2023,Sales Invoice,SI103487,30000,C0001,BM,1972-S,"MOMBASA Swivel Chair, yellow",CHAIR,,10,26661.79,266617.9,191171.2,75446.7,28.3
809,2023-07-09,F 2023,Sales Invoice,SI103488,10000,C0002,AO,2000-S,"KIGALI Ergonomic Chair, black",CHAIR,MBA,4,40066.93,160267.72,113357.12,46910.6,29.27
810,2023-07-09,F 2023,Sales Invoice,SI103488,20000,C0002,AO,1908-S,DUBAI Corner Desk,BENCH,KSM,1,122926.91,122926.91,98199.25,24727.66,20.12
811,2023-07-09,F 2023,Sales Invoice,SI103488,30000,C0002,AO,1972-S,"MOMBASA Swivel Chair, yellow",CHAIR,KSM,1,27253.04,27253.04,19852.82,7400.22,27.15
812,2023-07-31,F 2023,Sales Invoice,SI103489,10000,C0016,BM,2008-S,"ACCRA Stacking Chair, blue",CHAIR,KSM,6,13450.59,80703.54,46808.1,33895.44,42.0
813,2023-07-31,F 2023,Sales Invoice,SI103489,20000,C0016,BM,1908-S,DUBAI Corner Desk,BENCH,NBI,8,113630.54,909044.32,633220.4,275823.92,30.34
814,2023-09-23,F 2023,Sales Invoice,SI103490,10000,C0005,AO,1936-S,ACCRA Round Table,TABLE,,8,98511.91,788095.28,537958.96,250136.32,31.74
815,2023-09-23,F 2023,Sales Invoice,SI103490,20000,C0005,AO,1968-S,OSLO Filing Cabinet,MISC,KSM,5,33023.79,165118.95,125635.8,39483.15,23.91
816,2023-09-23,F 2023,Sales Invoice,SI103490,30000,C0005,AO,1928-S,DAKAR Meeting Table,TABLE,,6,136300.77,817804.62,612500.94,205303.68,25.1
817,2023-03-29,F 2023,Sales Invoice,SI103491,10000,C0025,AO,2008-S,"ACCRA Stacking Chair, blue",CHAIR,NBI,10,13653.57,136535.7,89100.1,47435.6,34.74
818,2022-11-24,F 2023,Sales Invoice,SI103492,10000,C0012,AO,1908-S,DUBAI Corner Desk,BENCH,,7,152343.55,1066404.85,564602.29,501802.56,47.06
819,2022-11-24,F 2023,Sales Invoice,SI103492,20000,C0012,AO,1980-S,"KISUMU Swivel Chair, red",CHAIR,NBI,8,28682.21,229457.68,162367.44,67090.24,29.24
820,2022-11-24,F 2023,Sales Invoice,SI103492,30000,C0012,AO,1920-S,LUANDA Conference Table,TABLE,KSM,7,226408.05,1584856.35,1124875.15,459981.2,29.02
821,2022-11-24,F 2023,Sales Invoice,SI103492,40000,C0012,AO,1980-S,"KISUMU Swivel Chair, red",CHAIR,,11,27678.84,304467.24,206690.11,97777.13,32.11
822,2023-06-07,F 2023,Sales Invoice,SI103493,10000,C0009,AO,1972-S,"MOMBASA Swivel Chair, yellow",CHAIR,,8,23812.59,190500.72,140548.32,49952.4,26.22
823,2023-06-07,F 2023,Sales Invoice,SI103493,20000,C0009,AO,1972-S,"MOMBASA Swivel Chair, yellow",CHAIR,,10,26372.78,263727.8,190122.8,73605.0,27.91
824,2023-09-04,F 2023,Sales Invoice,SI103494,10000,C0002,AO,1916-S,JOHANNESBURG Sit-Stand Desk,BENCH,KSM,11,147244.81,1619692.91,1304120.84,315572.07,19.48
825,2023-05-20,F 2023,Sales Invoice,SI103495,10000,C0005,BM,1988-S,"KAMPALA Guest Chair, red",CHAIR,NBI,11,22386.98,246256.78,177146.42,69110.36,28.06
826,2023-05-20,F 2023,Sales Invoice,SI103495,20000,C0005,BM,1928-S,DAKAR Meeting Table,TABLE,ELD,7,148811.05,1041677.35,648480.0,393197.35,37.75
827,2023-07-26,F 2023,Sales Invoice,SI103496,10000,C0035,AO,1972-S,"MOMBASA Swivel Chair, yellow",CHAIR,NAK,5,29749.41,148747.05,92461.5,56285.55,37.84
828,2023-07-26,F 2023,Sales Invoice,SI103496,20000,C0035,AO,1960-S,"NAIROBI Guest Chair, green",CHAIR,NBI,9,22946.83,206521.47,136759.32,69762.15,33.78
829,2022-10-16,F 2023,Sales Invoice,SI103497,10000,C0015,AO,2004-S,"LAGOS Executive Chair, grey",CHAIR,,7,33789.55,236526.85,148774.5,87752.35,37.1
830,2022-10-16,F 2023,Sales Invoice,SI103497,20000,C0015,AO,1980-S,"KISUMU Swivel Chair, red",CHAIR,MBA,3,34276.84,102830.52,60078.39,42752.13,41.58
831,2023-05-02,F 2023,Sales Invoice,SI103498,10000,C0035,AO,1972-S,"MOMBASA Swivel Chair, yellow",CHAIR,MBA,2,31563.18,63126.36,34470.48,28655.88,45.39
832,2023-05-02,F 2023,Sales Invoice,SI103498,20000,C0035,AO,1928-S,DAKAR Meeting Table,TABLE,,3,138203.12,414609.36,259609.74,154999.62,37.38
833,2023-05-02,F 2023,Sales Invoice,SI103498,30000,C0035,AO,1896-S,ADDIS ABABA Executive Desk,BENCH,,12,189489.92,2273879.04,1676945.64,596933.4,26.25
834,2023-06-18,F 2023,Sales Invoice,SI103499,10000,C0023,AO,1988-S,"KAMPALA Guest Chair, red",CHAIR,NBI,7,26434.46,185041.22,116769.87,68271.35,36.9
835,2023-06-18,F 2023,Sales Invoice,SI103499,20000,C0023,AO,1988-S,"KAMPALA Guest Chair, red",CHAIR,,9,25472.28,229250.52,163798.2,65452.32,28.55
836,2022-10-18,F 2023,Sales Invoice,SI103500,10000,C0010,CM,1972-S,"MOMBASA Swivel Chair, yellow",CHAIR,KSM,8,26789.57,214316.56,161584.8,52731.76,24.6
837,2022-10-18,F 2023,Sales Invoice,SI103500,20000,C0010,CM,1908-S,DUBAI Corner Desk,BENCH,MBA,5,141710.1,708550.5,470521.6,238028.9,33.59
838,2022-10-18,F 2023,Sales Invoice,SI103500,30000,C0010,CM,1972-S,"MOMBASA Swivel Chair, yellow",CHAIR,KSM,8,26210.5,209684.0,144468.64,65215.36,31.1
839,2023-09-16,F 2023,Sales Invoice,SI103501,10000,C0023,BM,1960-S,"NAIROBI Guest Chair, green",CHAIR,,6,23359.34,140156.04,84516.6,55639.44,39.7
840,2023-09-16,F 2023,Sales Invoice,SI103501,20000,C0023,BM,1968-S,OSLO Filing Cabinet,MISC,NAK,10,37172.29,371722.9,219923.7,151799.2,40.84
841,2023-02-28,F 2023,Sales Invoice,SI103502,10000,C0001,AO,1952-S,"ABUJA Whiteboard, base",MISC,,12,53869.43,646433.16,465794.16,180639.0,27.94
842,2023-02-28,F 2023,Sales Invoice,SI103502,20000,C0001,AO,1916-S,JOHANNESBURG Sit-Stand Desk,BENCH,NBI,10,148884.64,1488846.4,1217946.1,270900.3,18.2
843,2023-02-28,F 2023,Sales Invoice,SI103502,30000,C0001,AO,1920-S,LUANDA Conference Table,TABLE,,5,254663.98,1273319.9,735896.85,537423.05,42.21
844,2023-02-28,F 2023,Sales Invoice,SI103502,40000,C0001,AO,1952-S,"ABUJA Whiteboard, base",MISC,NBI,5,62104.2,310521.0,177853.0,132668.0,42.72
845,2023-02-28,F 2023,Sales Invoice,SI103502,50000,C0001,AO,1960-S,"NAIROBI Guest Chair, green",CHAIR,KSM,2,25027.11,50054.22,29225.96,20828.26,41.61
846,2023-09-03,F 2023,Sales Invoice,SI103503,10000,C0023,AO,1936-S,ACCRA Round Table,TABLE,,8,114825.45,918603.6,573043.52,345560.08,37.62
847,2022-11-13,F 2023,Sales Invoice,SI103504,10000,C0010,CM,1956-S,Conference Bundle 1-6,MISC,,7,322322.56,2256257.92,1718754.8,537503.12,23.82
848,2022-11-13,F 2023,Sales Invoice,SI103504,20000,C0010,CM,1920-S,LUANDA Conference Table,TABLE,,4,240561.09,962244.36,577285.56,384958.8,40.01
849,2022-11-13,F 2023,Sales Invoice,SI103504,30000,C0010,CM,2000-S,"KIGALI Ergonomic Chair, black",CHAIR,,2,35361.27,70722.54,52796.14,17926.4,25.35
850,2022-11-13,F 2023,Sales Invoice,SI103504,40000,C0010,CM,1900-S,CAIRO Writing Desk,BENCH,,9,112709.58,1014386.22,685846.35,328539.87,32.39
851,2023-02-12,F 2023,Sales Invoice,SI103505,10000,C0027,AO,1976-S,LONDON Bookcase,MISC,,8,51978.27,415826.16,273012.24,142813.92,34.34
852,2022-10-22,F 2023,Sales Invoice,SI103506,10000,C0007,AO,1956-S,Conference Bundle 1-6,MISC,,10,337296.51,3372965.1,2516484.1,856481.0,25.39
853,2022-10-22,F 2023,Sales Invoice,SI103506,20000,C0007,AO,2000-S,"KIGALI Ergonomic Chair, black",CHAIR,,2,35693.21,71386.42,61476.12,9910.3,13.88
854,2023-09-11,F 2023,Sales Invoice,SI103507,10000,C0019,BM,1988-S,"KAMPALA Guest Chair, red",CHAIR,,6,27130.59,162783.54,95943.06,66840.48,41.06
855,2023-09-11,F 2023,Sales Invoice,SI103507,20000,C0019,BM,1960-S,"NAIROBI Guest Chair, green",CHAIR,,1,21622.57,21622.57,16397.6,5224.97,24.16
856,2023-09-11,F 2023,Sales Invoice,SI103507,30000,C0019,BM,1972-S,"MOMBASA Swivel Chair, yellow",CHAIR,,8,27693.15,221545.2,155414.4,66130.8,29.85
857,2022-10-18,F 2023,Sales Invoice,SI103508,10000,C0001,AO,1928-S,DAKAR Meeting Table,TABLE,KSM,4,135697.12,542788.48,417402.52,125385.96,23.1
858,2022-10-18,F 2023,Sales Invoice,SI103508,20000,C0001,AO,1972-S,"MOMBASA Swivel Chair, yellow",CHAIR,MBA,10,26232.07,262320.7,192717.0,69603.7,26.53
859,2022-10-18,F 2023,Sales Invoice,SI103508,30000,C0001,AO,1916-S,JOHANNESBURG Sit-Stand Desk,BENCH,,3,185391.88,556175.64,333568.95,222606.69,40.02
860,2022-10-18,F 2023,Sales Invoice,SI103508,40000,C0001,AO,1900-S,CAIRO Writing Desk,BENCH,,2,124648.06,249296.12,162327.98,86968.14,34.89
861,2022-10-18,F 2023,Sales Invoice,SI103508,50000,C0001,AO,1896-S,ADDIS ABABA Executive Desk,BENCH,,11,201409.17,2215500.87,1248044.6,967456.27,43.67
862,2022-11-07,F 2023,Sales Invoice,SI103509,10000,C0001,AO,PART-2,Desk Leg Leveller Kit,PARTS,,5,684.5,3422.5,1556.95,1865.55,54.51
863,2022-11-07,F 2023,Sales Invoice,SI103509,20000,C0001,AO,1900-S,CAIRO Writing Desk,BENCH,,4,124136.13,496544.52,328413.88,168130.64,33.86
864,2022-12-13,F 2023,Sales Invoice,SI103510,10000,C0005,BM,1972-S,"MOMBASA Swivel Chair, yellow",CHAIR,,8,28096.72,224773.76,155864.16,68909.6,30.66
865,2022-12-13,F 2023,Sales Invoice,SI103510,20000,C0005,BM,1916-S,JOHANNESBURG Sit-Stand Desk,BENCH,,5,164724.9,823624.5,501903.0,321721.5,39.06
866,2022-12-13,F 2023,Sales Invoice,SI103510,30000,C0005,BM,1928-S,DAKAR Meeting Table,TABLE,,1,151233.7,151233.7,99787.45,51446.25,34.02
867,2023-09-24,F 2023,Sales Invoice,SI103511,10000,C0004,AO,1936-S,ACCRA Round Table,TABLE,KSM,8,111630.93,893047.44,494351.76,398695.68,44.64
868,2022-11-05,F 2023,Sales Invoice,SI103512,10000,C0001,BM,1956-S,Conference Bundle 1-6,MISC,ELD,8,378273.24,3026185.92,1739650.8,1286535.12,42.51
869,2022-11-05,F 2023,Sales Invoice,SI103512,20000,C0001,BM,2004-S,"LAGOS Executive Chair, grey",CHAIR,MBA,5,41283.22,206416.1,108765.0,97651.1,47.31
870,2022-11-05,F 2023,Sales Invoice,SI103512,30000,C0001,BM,1972-S,"MOMBASA Swivel Chair, yellow",CHAIR,NBI,9,23118.73,208068.57,159055.11,49013.46,23.56
871,2022-11-05,F 2023,Sales Invoice,SI103512,40000,C0001,BM,1952-S,"ABUJA Whiteboard, base",MISC,,5,47698.53,238492.65,190843.9,47648.75,19.98
872,2022-11-05,F 2023,Sales Invoice,SI103512,50000,C0001,BM,1896-S,ADDIS ABABA Executive Desk,BENCH,,4,184274.39,737097.56,545788.6,191308.96,25.95
873,2023-09-18,F 2023,Sales Invoice,SI103513,10000,C0001,AO,1944-S,HARARE Folding Table,TABLE,ELD,3,50189.08,150567.24,96418.65,54148.59,35.96
874,2023-09-18,F 2023,Sales Invoice,SI103513,20000,C0001,AO,1988-S,"KAMPALA Guest Chair, red",CHAIR,,7,27102.09,189714.63,105245.84,84468.79,44.52
875,2023-09-18,F 2023,Sales Invoice,SI103513,30000,C0001,AO,1908-S,DUBAI Corner Desk,BENCH,,8,116423.74,931389.92,658271.52,273118.4,29.32
876,2023-03-22,F 2023,Sales Invoice,SI103514,10000,C0001,CM,1952-S,"ABUJA Whiteboard, base",MISC,NBI,11,50735.12,558086.32,417132.21,140954.11,25.26
877,2023-07-02,F 2023,Sales Invoice,SI103515,10000,C0009,AO,1960-S,"NAIROBI Guest Chair, green",CHAIR,MBA,3,23026.67,69080.01,43561.71,25518.3,36.94
878,2023-07-02,F 2023,Sales Invoice,SI103515,20000,C0009,AO,1920-S,LUANDA Conference Table,TABLE,,4,214994.6,859978.4,712093.56,147884.84,17.2
879,2023-07-02,F 2023,Sales Invoice,SI103515,30000,C0009,AO,1960-S,"NAIROBI Guest Chair, green",CHAIR,,5,21666.78,108333.9,73342.2,34991.7,32.3
880,2023-07-02,F 2023,Sales Invoice,SI103515,40000,C0009,AO,1956-S,Conference Bundle 1-6,MISC,,2,388874.33,777748.66,515980.72,261767.94,33.66
881,2023-07-02,F 2023,Sales Invoice,SI103515,50000,C0009,AO,1952-S,"ABUJA Whiteboard, base",MISC,,4,56301.48,225205.92,152773.68,72432.24,32.16
882,2023-09-13,F 2023,Sales Invoice,SI103516,10000,C0001,AO,1908-S,DUBAI Corner Desk,BENCH,KSM,6,136672.29,820033.74,491782.14,328251.6,40.03
883,2023-09-13,F 2023,Sales Invoice,SI103516,20000,C0001,AO,1920-S,LUANDA Conference Table,TABLE,KSM,6,220730.26,1324381.56,985550.46,338831.1,25.58
884,2023-09-13,F 2023,Sales Invoice,SI103516,30000,C0001,AO,1980-S,"KISUMU Swivel Chair, red",CHAIR,MBA,6,27264.08,163584.48,133619.82,29964.66,18.32
885,2022-10-21,F 2023,Sales Invoice,SI103517,10000,C0021,AO,1896-S,ADDIS ABABA Executive Desk,BENCH,,3,177315.79,531947.37,364554.63,167392.74,31.47
886,2022-10-21,F 2023,Sales Invoice,SI103517,20000,C0021,AO,1980-S,"KISUMU Swivel Chair, red",CHAIR,,2,27092.85,54185.7,41967.88,12217.82,22.55
887,2022-10-21,F 2023,Sales Invoice,SI103517,30000,C0021,AO,1936-S,ACCRA Round Table,TABLE,KSM,8,94507.72,756061.76,520404.88,235656.88,31.17
888,2023-06-25,F 2023,Sales Invoice,SI103518,10000,C0002,AO,1936-S,ACCRA Round Table,TABLE,MBA,10,114653.99,1146539.9,722855.7,423684.2,36.95
889,2023-08-18,F 2023,Sales Invoice,SI103519,10000,C0003,CM,1916-S,JOHANNESBURG Sit-Stand Desk,BENCH,,4,148558.08,594232.32,396432.92,197799.4,33.29
890,2023-08-18,F 2023,Sales Invoice,SI103519,20000,C0003,CM,2008-S,"ACCRA Stacking Chair, blue",CHAIR,,9,13416.07,120744.63,71669.16,49075.47,40.64
891,2023-01-15,F 2023,Sales Invoice,SI103520,10000,C0002,AO,1936-S,ACCRA Round Table,TABLE,MBA,8,116171.84,929374.72,581261.68,348113.04,37.46
892,2023-01-15,F 2023,Sales Invoice,SI103520,20000,C0002,AO,1960-S,"NAIROBI Guest Chair, green",CHAIR,,6,26212.97,157277.82,97867.44,59410.38,37.77
893,2023-01-15,F 2023,Sales Invoice,SI103520,30000,C0002,AO,1952-S,"ABUJA Whiteboard, base",MISC,MBA,8,50130.02,401040.16,277117.12,123923.04,30.9
894,2023-01-15,F 2023,Sales Invoice,SI103520,40000,C0002,AO,1980-S,"KISUMU Swivel Chair, red",CHAIR,MBA,1,32027.17,32027.17,19262.54,12764.63,39.86
895,2023-05-16,F 2023,Sales Invoice,SI103521,10000,C0004,BM,1928-S,DAKAR Meeting Table,TABLE,,6,142425.73,854554.38,547980.12,306574.26,35.88
896,2023-01-30,F 2023,Sales Invoice,SI103522,10000,C0027,BM,1988-S,"KAMPALA Guest Chair, red",CHAIR,,8,25000.78,200006.24,124789.92,75216.32,37.61
897,2023-01-30,F 2023,Sales Invoice,SI103522,20000,C0027,BM,1988-S,"KAMPALA Guest Chair, red",CHAIR,,10,25487.72,254877.2,185459.5,69417.7,27.24
898,2023-01-08,F 2023,Sales Invoice,SI103523,10000,C0034,BM,1972-S,"MOMBASA Swivel Chair, yellow",CHAIR,,12,29152.89,349834.68,202673.88,147160.8,42.07
899,2023-05-27,F 2023,Sales Invoice,SI103524,10000,C0002,AO,1964-S,Guest Section 1,MISC,MBA,10,146391.11,1463911.1,969797.4,494113.7,33.75
900,2023-05-27,F 2023,Sales Invoice,SI103524,20000,C0002,AO,1968-S,OSLO Filing Cabinet,MISC,,10,33480.4,334804.0,254986.2,79817.8,23.84
901,2023-06-25,F 2023,Sales Invoice,SI103525,10000,C0035,AO,1956-S,Conference Bundle 1-6,MISC,NBI,5,360885.78,1804428.9,1265555.7,538873.2,29.86
902,2023-06-25,F 2023,Sales Invoice,SI103525,20000,C0035,AO,1988-S,"KAMPALA Guest Chair, red",CHAIR,,7,21509.59,150567.13,115153.01,35414.12,23.52
903,2023-06-25,F 2023,Sales Invoice,SI103525,30000,C0035,AO,1980-S,"KISUMU Swivel Chair, red",CHAIR,,10,32058.48,320584.8,180826.2,139758.6,43.59
904,2023-05-29,F 2023,Sales Invoice,SI103526,10000,C0008,BM,1896-S,ADDIS ABABA Executive Desk,BENCH,,12,206513.97,2478167.64,1353590.04,1124577.6,45.38
905,2023-05-29,F 2023,Sales Invoice,SI103526,20000,C0008,BM,1916-S,JOHANNESBURG Sit-Stand Desk,BENCH,,1,162995.38,162995.38,120225.25,42770.13,26.24
906,2023-04-02,F 2023,Sales Invoice,SI103527,10000,C0012,AO,1900-S,CAIRO Writing Desk,BENCH,,5,110239.3,551196.5,425196.95,125999.55,22.86
907,2023-07-26,F 2023,Sales Invoice,SI103528,10000,C0005,AO,1964-S,Guest Section 1,MISC,,7,158442.19,1109095.33,661400.81,447694.52,40.37
908,2023-07-26,F 2023,Sales Invoice,SI103528,20000,C0005,AO,1936-S,ACCRA Round Table,TABLE,MBA,1,90666.23,90666.23,75015.41,15650.82,17.26
909,2023-07-26,F 2023,Sales Invoice,SI103528,30000,C0005,AO,2004-S,"LAGOS Executive Chair, grey",CHAIR,KSM,1,33937.48,33937.48,24840.37,9097.11,26.81
910,2023-08-10,F 2023,Sales Invoice,SI103529,10000,C0023,BM,1972-S,"MOMBASA Swivel Chair, yellow",CHAIR,MBA,6,31039.72,186238.32,100063.26,86175.06,46.27
911,2023-08-10,F 2023,Sales Invoice,SI103529,20000,C0023,BM,1928-S,DAKAR Meeting Table,TABLE,,1,148643.35,148643.35,97818.35,50825.0,34.19
912,2023-08-10,F 2023,Sales Invoice,SI103529,30000,C0023,BM,2008-S,"ACCRA Stacking Chair, blue",CHAIR,,3,13607.86,40823.58,27178.11,13645.47,33.43
913,2023-08-10,F 2023,Sales Invoice,SI103529,40000,C0023,BM,1952-S,"ABUJA Whiteboard, base",MISC,,3,61022.39,183067.17,100960.71,82106.46,44.85
914,2023-06-02,F 2023,Sales Invoice,SI103530,10000,C0020,BM,1936-S,ACCRA Round Table,TABLE,MBA,12,112972.94,1355675.28,746973.36,608701.92,44.9
915,2023-06-02,F 2023,Sales Invoice,SI103530,20000,C0020,BM,1900-S,CAIRO Writing Desk,BENCH,,7,129189.7,904327.9,603314.11,301013.79,33.29
916,2023-06-02,F 2023,Sales Invoice,SI103530,30000,C0020,BM,1900-S,CAIRO Writing Desk,BENCH,,9,109872.92,988856.28,692232.21,296624.07,30.0
917,2023-06-02,F 2023,Sales Invoice,SI103530,40000,C0020,BM,1956-S,Conference Bundle 1-6,MISC,KSM,5,407996.47,2039982.35,1360866.65,679115.7,33.29
918,2023-09-20,F 2023,Sales Invoice,SI103531,10000,C0032,CM,1968-S,OSLO Filing Cabinet,MISC,,8,41601.35,332810.8,213722.0,119088.8,35.78
919,2022-11-09,F 2023,Sales Invoice,SI103532,10000,C0002,AO,1900-S,CAIRO Writing Desk,BENCH,,4,95542.51,382170.04,313023.76,69146.28,18.09
920,2022-11-09,F 2023,Sales Invoice,SI103532,20000,C0002,AO,CM-001,Commercial Reception Desk,CM_COMMER,,9,364788.6,3283097.4,2812114.71,470982.69,14.35
921,2022-11-09,F 2023,Sales Invoice,SI103532,30000,C0002,AO,1944-S,HARARE Folding Table,TABLE,NBI,1,41059.88,41059.88,32962.82,8097.06,19.72
922,2023-01-27,F 2023,Sales Invoice,SI103533,10000,C0008,CM,1916-S,JOHANNESBURG Sit-Stand Desk,BENCH,,11,162627.69,1788904.59,1197248.25,591656.34,33.07
